,file,speaker,label,file_index,audio_length
15230,15230.wav,Dwight Eisenhower,bona-fide,15230,12.51
15231,15231.wav,Mark Zuckerberg,spoof,15231,5.88
15232,15232.wav,Barack Obama,bona-fide,15232,5.16
15233,15233.wav,Richard Nixon,spoof,15233,4.22
15234,15234.wav,Gilbert Gottfried,spoof,15234,6.61
15235,15235.wav,Barack Obama,bona-fide,15235,0.86
15236,15236.wav,Alec Guinness,bona-fide,15236,1.6
15237,15237.wav,Donald Trump,bona-fide,15237,2.08
15238,15238.wav,Alec Guinness,spoof,15238,3.17
15239,15239.wav,Milton Friedman,bona-fide,15239,16.05
15240,15240.wav,Martin Luther King,spoof,15240,5.08
15241,15241.wav,Alec Guinness,bona-fide,15241,12.96
15242,15242.wav,Adam Driver,bona-fide,15242,2.09
15243,15243.wav,Barack Obama,bona-fide,15243,3.44
15244,15244.wav,Barack Obama,bona-fide,15244,2.06
15245,15245.wav,Ayn Rand,spoof,15245,7.22
15246,15246.wav,Richard Nixon,bona-fide,15246,5.38
15247,15247.wav,Ayn Rand,bona-fide,15247,3.48
15248,15248.wav,Bill Clinton,bona-fide,15248,1.29
15249,15249.wav,Bob Ross,spoof,15249,19.94
15250,15250.wav,Arnold Schwarzenegger,bona-fide,15250,2.04
15251,15251.wav,Nelson Mandela,spoof,15251,6.72
15252,15252.wav,Barack Obama,bona-fide,15252,1.64
15253,15253.wav,Barack Obama,bona-fide,15253,1.73
15254,15254.wav,Frank Sinatra,spoof,15254,4.94
15255,15255.wav,Ayn Rand,spoof,15255,5.51
15256,15256.wav,Boris Johnson,spoof,15256,1.86
15257,15257.wav,Bernie Sanders,spoof,15257,1.68
15258,15258.wav,Barack Obama,bona-fide,15258,4.64
15259,15259.wav,Bernie Sanders,bona-fide,15259,2.05
15260,15260.wav,Winston Churchill,bona-fide,15260,1.59
15261,15261.wav,Gilbert Gottfried,bona-fide,15261,7.37
15262,15262.wav,Alec Guinness,spoof,15262,3.0
15263,15263.wav,Bill Clinton,spoof,15263,3.16
15264,15264.wav,Bill Clinton,bona-fide,15264,5.82
15265,15265.wav,Ayn Rand,bona-fide,15265,4.93
15266,15266.wav,Ronald Reagan,bona-fide,15266,4.89
15267,15267.wav,Winston Churchill,bona-fide,15267,3.9
15268,15268.wav,The Notorious B.I.G.,spoof,15268,2.28
15269,15269.wav,Donald Trump,bona-fide,15269,4.11
15270,15270.wav,FDR,bona-fide,15270,3.45
15271,15271.wav,Milton Friedman,spoof,15271,3.05
15272,15272.wav,Ronald Reagan,spoof,15272,3.41
15273,15273.wav,Norm MacDonald,bona-fide,15273,1.82
15274,15274.wav,FDR,bona-fide,15274,1.32
15275,15275.wav,Barack Obama,bona-fide,15275,2.41
15276,15276.wav,Donald Trump,bona-fide,15276,1.8
15277,15277.wav,Barack Obama,bona-fide,15277,2.04
15278,15278.wav,Donald Trump,bona-fide,15278,8.03
15279,15279.wav,Ayn Rand,spoof,15279,5.42
15280,15280.wav,Bill Clinton,bona-fide,15280,3.06
15281,15281.wav,Richard Nixon,spoof,15281,3.16
15282,15282.wav,Barack Obama,bona-fide,15282,13.78
15283,15283.wav,Bill Clinton,bona-fide,15283,4.9
15284,15284.wav,Donald Trump,bona-fide,15284,4.29
15285,15285.wav,Alec Guinness,bona-fide,15285,11.25
15286,15286.wav,Dwight Eisenhower,bona-fide,15286,2.52
15287,15287.wav,Christopher Hitchens,bona-fide,15287,0.91
15288,15288.wav,Barack Obama,bona-fide,15288,2.36
15289,15289.wav,Alec Guinness,bona-fide,15289,8.53
15290,15290.wav,Ronald Reagan,spoof,15290,6.72
15291,15291.wav,Milton Friedman,spoof,15291,3.72
15292,15292.wav,Bernie Sanders,spoof,15292,5.07
15293,15293.wav,Bernie Sanders,spoof,15293,14.38
15294,15294.wav,Arnold Schwarzenegger,bona-fide,15294,4.66
15295,15295.wav,Alan Watts,spoof,15295,1.17
15296,15296.wav,Ayn Rand,bona-fide,15296,4.01
15297,15297.wav,Bernie Sanders,bona-fide,15297,3.5
15298,15298.wav,Nelson Mandela,spoof,15298,5.33
15299,15299.wav,Bill Clinton,bona-fide,15299,3.53
15300,15300.wav,Alec Guinness,spoof,15300,5.97
15301,15301.wav,Donald Trump,bona-fide,15301,1.26
15302,15302.wav,Bernie Sanders,spoof,15302,2.5
15303,15303.wav,Winston Churchill,bona-fide,15303,2.32
15304,15304.wav,Alan Watts,bona-fide,15304,3.41
15305,15305.wav,The Notorious B.I.G.,spoof,15305,1.72
15306,15306.wav,JFK,spoof,15306,2.03
15307,15307.wav,Bernie Sanders,bona-fide,15307,2.53
15308,15308.wav,Dwight Eisenhower,bona-fide,15308,2.21
15309,15309.wav,Mark Zuckerberg,bona-fide,15309,3.26
15310,15310.wav,Donald Trump,bona-fide,15310,4.06
15311,15311.wav,Donald Trump,bona-fide,15311,1.91
15312,15312.wav,Alec Guinness,spoof,15312,4.84
15313,15313.wav,Donald Trump,bona-fide,15313,1.93
15314,15314.wav,Barack Obama,bona-fide,15314,5.74
15315,15315.wav,Bernie Sanders,bona-fide,15315,1.81
15316,15316.wav,Donald Trump,bona-fide,15316,4.68
15317,15317.wav,Bernie Sanders,bona-fide,15317,1.27
15318,15318.wav,Donald Trump,bona-fide,15318,1.63
15319,15319.wav,George Carlin,bona-fide,15319,3.37
15320,15320.wav,Barack Obama,spoof,15320,3.92
15321,15321.wav,Kanye West,spoof,15321,19.88
15322,15322.wav,Alec Guinness,spoof,15322,3.84
15323,15323.wav,Barack Obama,bona-fide,15323,4.82
15324,15324.wav,Bill Clinton,bona-fide,15324,3.6
15325,15325.wav,Ayn Rand,spoof,15325,4.13
15326,15326.wav,George W. Bush,spoof,15326,1.18
15327,15327.wav,Martin Luther King,spoof,15327,5.73
15328,15328.wav,Ayn Rand,spoof,15328,1.7
15329,15329.wav,Alec Guinness,bona-fide,15329,0.72
15330,15330.wav,Richard Nixon,bona-fide,15330,3.38
15331,15331.wav,Mr. Rogers,spoof,15331,10.44
15332,15332.wav,Richard Nixon,spoof,15332,15.52
15333,15333.wav,Barack Obama,bona-fide,15333,2.04
15334,15334.wav,Winston Churchill,spoof,15334,2.02
15335,15335.wav,Bill Burr,bona-fide,15335,2.55
15336,15336.wav,Alec Guinness,spoof,15336,4.84
15337,15337.wav,Donald Trump,bona-fide,15337,1.43
15338,15338.wav,Winston Churchill,spoof,15338,1.65
15339,15339.wav,Donald Trump,bona-fide,15339,3.47
15340,15340.wav,Calvin Coolidge,spoof,15340,10.14
15341,15341.wav,Bernie Sanders,spoof,15341,2.72
15342,15342.wav,Milton Friedman,bona-fide,15342,1.96
15343,15343.wav,Tucker Carlson,spoof,15343,6.39
15344,15344.wav,Barack Obama,bona-fide,15344,4.13
15345,15345.wav,Barack Obama,bona-fide,15345,1.52
15346,15346.wav,Bernie Sanders,bona-fide,15346,2.14
15347,15347.wav,Barack Obama,bona-fide,15347,6.53
15348,15348.wav,Winston Churchill,bona-fide,15348,3.44
15349,15349.wav,Ronald Reagan,spoof,15349,5.73
15350,15350.wav,Donald Trump,bona-fide,15350,5.58
15351,15351.wav,Ayn Rand,bona-fide,15351,3.75
15352,15352.wav,Winston Churchill,spoof,15352,1.07
15353,15353.wav,Alec Guinness,bona-fide,15353,1.46
15354,15354.wav,Ronald Reagan,spoof,15354,2.11
15355,15355.wav,Donald Trump,bona-fide,15355,1.86
15356,15356.wav,Ayn Rand,spoof,15356,4.97
15357,15357.wav,Ayn Rand,bona-fide,15357,2.56
15358,15358.wav,Donald Trump,bona-fide,15358,3.52
15359,15359.wav,Ayn Rand,bona-fide,15359,3.93
15360,15360.wav,Barack Obama,bona-fide,15360,6.92
15361,15361.wav,Bernie Sanders,spoof,15361,6.94
15362,15362.wav,Donald Trump,bona-fide,15362,1.11
15363,15363.wav,Billie Eilish,bona-fide,15363,12.5
15364,15364.wav,Queen Elizabeth II,spoof,15364,2.37
15365,15365.wav,Alec Guinness,bona-fide,15365,4.93
15366,15366.wav,Martin Luther King,bona-fide,15366,5.92
15367,15367.wav,Ronald Reagan,spoof,15367,5.84
15368,15368.wav,Bill Clinton,bona-fide,15368,1.34
15369,15369.wav,Milton Friedman,spoof,15369,9.87
15370,15370.wav,Barack Obama,bona-fide,15370,1.71
15371,15371.wav,Mark Zuckerberg,bona-fide,15371,10.54
15372,15372.wav,Christopher Hitchens,bona-fide,15372,8.55
15373,15373.wav,Bernie Sanders,bona-fide,15373,5.1
15374,15374.wav,Christopher Hitchens,bona-fide,15374,4.64
15375,15375.wav,Bernie Sanders,bona-fide,15375,2.39
15376,15376.wav,Winston Churchill,spoof,15376,1.17
15377,15377.wav,Bernie Sanders,spoof,15377,1.85
15378,15378.wav,Barack Obama,bona-fide,15378,4.01
15379,15379.wav,Barack Obama,bona-fide,15379,1.95
15380,15380.wav,Richard Nixon,bona-fide,15380,4.27
15381,15381.wav,Dave Chappelle,spoof,15381,5.79
15382,15382.wav,Donald Trump,bona-fide,15382,2.02
15383,15383.wav,Alec Guinness,bona-fide,15383,2.48
15384,15384.wav,Louis Farrakhan,bona-fide,15384,2.63
15385,15385.wav,Alec Guinness,bona-fide,15385,1.81
15386,15386.wav,Mark Zuckerberg,bona-fide,15386,4.76
15387,15387.wav,Ronald Reagan,spoof,15387,7.39
15388,15388.wav,Martin Luther King,spoof,15388,3.94
15389,15389.wav,Barack Obama,bona-fide,15389,8.57
15390,15390.wav,Ayn Rand,spoof,15390,9.74
15391,15391.wav,Bernie Sanders,bona-fide,15391,3.8
15392,15392.wav,Ronald Reagan,bona-fide,15392,2.05
15393,15393.wav,Alec Guinness,bona-fide,15393,1.77
15394,15394.wav,Bill Clinton,spoof,15394,4.3
15395,15395.wav,Milton Friedman,bona-fide,15395,3.18
15396,15396.wav,Barack Obama,spoof,15396,6.23
15397,15397.wav,Donald Trump,bona-fide,15397,3.73
15398,15398.wav,Dwight Eisenhower,bona-fide,15398,1.27
15399,15399.wav,Ronald Reagan,spoof,15399,6.68
15400,15400.wav,Barack Obama,bona-fide,15400,5.18
15401,15401.wav,Ronald Reagan,bona-fide,15401,3.27
15402,15402.wav,Calvin Coolidge,bona-fide,15402,2.82
15403,15403.wav,Alec Guinness,bona-fide,15403,10.41
15404,15404.wav,Barack Obama,bona-fide,15404,4.52
15405,15405.wav,Alec Guinness,bona-fide,15405,3.37
15406,15406.wav,Barack Obama,bona-fide,15406,2.15
15407,15407.wav,Barack Obama,bona-fide,15407,3.57
15408,15408.wav,Christopher Hitchens,bona-fide,15408,7.42
15409,15409.wav,Barack Obama,bona-fide,15409,4.2
15410,15410.wav,Christopher Hitchens,bona-fide,15410,2.27
15411,15411.wav,Nelson Mandela,spoof,15411,1.87
15412,15412.wav,Bill Clinton,bona-fide,15412,1.78
15413,15413.wav,Bill Clinton,bona-fide,15413,1.74
15414,15414.wav,Ayn Rand,spoof,15414,7.86
15415,15415.wav,Barack Obama,bona-fide,15415,5.55
15416,15416.wav,Gilbert Gottfried,spoof,15416,24.77
15417,15417.wav,Bernie Sanders,bona-fide,15417,4.81
15418,15418.wav,Alec Guinness,bona-fide,15418,1.93
15419,15419.wav,Martin Luther King,bona-fide,15419,5.68
15420,15420.wav,Martin Luther King,bona-fide,15420,1.44
15421,15421.wav,Nelson Mandela,spoof,15421,2.23
15422,15422.wav,Winston Churchill,bona-fide,15422,2.35
15423,15423.wav,Bernie Sanders,bona-fide,15423,6.77
15424,15424.wav,Ayn Rand,spoof,15424,2.76
15425,15425.wav,Bernie Sanders,bona-fide,15425,4.0
15426,15426.wav,Christopher Hitchens,bona-fide,15426,1.45
15427,15427.wav,Bernie Sanders,spoof,15427,1.43
15428,15428.wav,Martin Luther King,spoof,15428,9.36
15429,15429.wav,Mark Zuckerberg,spoof,15429,18.74
15430,15430.wav,Alec Guinness,spoof,15430,3.12
15431,15431.wav,Bernie Sanders,bona-fide,15431,5.61
15432,15432.wav,Christopher Hitchens,spoof,15432,11.3
15433,15433.wav,Bill Burr,bona-fide,15433,3.0
15434,15434.wav,Alec Guinness,spoof,15434,2.49
15435,15435.wav,George W. Bush,spoof,15435,1.98
15436,15436.wav,Bernie Sanders,bona-fide,15436,1.06
15437,15437.wav,Barack Obama,bona-fide,15437,1.25
15438,15438.wav,Ayn Rand,bona-fide,15438,4.14
15439,15439.wav,Barack Obama,bona-fide,15439,1.43
15440,15440.wav,Barack Obama,bona-fide,15440,3.35
15441,15441.wav,Milton Friedman,bona-fide,15441,3.41
15442,15442.wav,Ayn Rand,bona-fide,15442,2.64
15443,15443.wav,Richard Nixon,spoof,15443,2.29
15444,15444.wav,FDR,spoof,15444,4.16
15445,15445.wav,Winston Churchill,bona-fide,15445,1.61
15446,15446.wav,Bernie Sanders,bona-fide,15446,4.06
15447,15447.wav,Alec Guinness,bona-fide,15447,5.19
15448,15448.wav,Ayn Rand,spoof,15448,4.35
15449,15449.wav,Alec Guinness,spoof,15449,5.56
15450,15450.wav,Ayn Rand,spoof,15450,4.06
15451,15451.wav,Malcolm X,bona-fide,15451,5.77
15452,15452.wav,Alexandria Ocasio-Cortez,bona-fide,15452,3.84
15453,15453.wav,JFK,spoof,15453,2.45
15454,15454.wav,Alec Guinness,spoof,15454,3.25
15455,15455.wav,FDR,spoof,15455,2.44
15456,15456.wav,Bill Burr,bona-fide,15456,15.2
15457,15457.wav,Donald Trump,bona-fide,15457,2.26
15458,15458.wav,Donald Trump,bona-fide,15458,3.13
15459,15459.wav,Tucker Carlson,spoof,15459,2.86
15460,15460.wav,Bill Clinton,bona-fide,15460,1.23
15461,15461.wav,Barack Obama,bona-fide,15461,2.2
15462,15462.wav,Alec Guinness,bona-fide,15462,0.78
15463,15463.wav,FDR,spoof,15463,4.91
15464,15464.wav,Alec Guinness,spoof,15464,1.74
15465,15465.wav,Bernie Sanders,spoof,15465,7.18
15466,15466.wav,Christopher Hitchens,bona-fide,15466,3.06
15467,15467.wav,Jerry Seinfeld,bona-fide,15467,21.08
15468,15468.wav,Alan Watts,spoof,15468,1.22
15469,15469.wav,Christopher Hitchens,bona-fide,15469,2.33
15470,15470.wav,George Carlin,bona-fide,15470,3.64
15471,15471.wav,Ayn Rand,spoof,15471,12.51
15472,15472.wav,Donald Trump,bona-fide,15472,1.78
15473,15473.wav,Barack Obama,bona-fide,15473,2.53
15474,15474.wav,Milton Friedman,bona-fide,15474,2.0
15475,15475.wav,Donald Trump,bona-fide,15475,3.13
15476,15476.wav,2Pac,spoof,15476,1.87
15477,15477.wav,Donald Trump,bona-fide,15477,4.88
15478,15478.wav,FDR,bona-fide,15478,3.22
15479,15479.wav,Barack Obama,bona-fide,15479,2.48
15480,15480.wav,Barack Obama,bona-fide,15480,3.39
15481,15481.wav,Donald Trump,bona-fide,15481,5.18
15482,15482.wav,Ronald Reagan,bona-fide,15482,2.04
15483,15483.wav,Martin Luther King,bona-fide,15483,1.63
15484,15484.wav,Alec Guinness,bona-fide,15484,1.69
15485,15485.wav,Robert Kardashian,bona-fide,15485,1.8
15486,15486.wav,Christopher Hitchens,bona-fide,15486,2.01
15487,15487.wav,Bob Ross,spoof,15487,2.74
15488,15488.wav,Bill Clinton,bona-fide,15488,3.98
15489,15489.wav,Louis Farrakhan,bona-fide,15489,2.14
15490,15490.wav,Bill Clinton,bona-fide,15490,3.71
15491,15491.wav,Barack Obama,spoof,15491,2.06
15492,15492.wav,Barack Obama,bona-fide,15492,1.46
15493,15493.wav,Barack Obama,bona-fide,15493,5.99
15494,15494.wav,Bill Clinton,spoof,15494,8.66
15495,15495.wav,Ayn Rand,spoof,15495,7.93
15496,15496.wav,Bernie Sanders,spoof,15496,4.37
15497,15497.wav,Ayn Rand,bona-fide,15497,5.64
15498,15498.wav,Nelson Mandela,bona-fide,15498,1.68
15499,15499.wav,Ronald Reagan,spoof,15499,3.32
15500,15500.wav,Donald Trump,bona-fide,15500,3.11
15501,15501.wav,Martin Luther King,bona-fide,15501,4.61
15502,15502.wav,Mark Zuckerberg,spoof,15502,4.04
15503,15503.wav,Donald Trump,bona-fide,15503,5.3
15504,15504.wav,The Notorious B.I.G.,spoof,15504,2.37
15505,15505.wav,Bill Clinton,spoof,15505,2.21
15506,15506.wav,Milton Friedman,spoof,15506,14.55
15507,15507.wav,Barack Obama,bona-fide,15507,3.65
15508,15508.wav,Ayn Rand,spoof,15508,1.62
15509,15509.wav,Donald Trump,bona-fide,15509,1.99
15510,15510.wav,Barack Obama,bona-fide,15510,1.51
15511,15511.wav,Barack Obama,spoof,15511,2.18
15512,15512.wav,Alec Guinness,spoof,15512,9.1
15513,15513.wav,Alan Watts,spoof,15513,1.27
15514,15514.wav,Barack Obama,bona-fide,15514,10.34
15515,15515.wav,Barack Obama,bona-fide,15515,2.19
15516,15516.wav,Alec Guinness,spoof,15516,2.75
15517,15517.wav,Donald Trump,bona-fide,15517,3.68
15518,15518.wav,Bill Clinton,spoof,15518,1.87
15519,15519.wav,Boris Johnson,bona-fide,15519,1.36
15520,15520.wav,Bill Clinton,bona-fide,15520,4.3
15521,15521.wav,Bernie Sanders,bona-fide,15521,1.82
15522,15522.wav,John Cleese,bona-fide,15522,8.25
15523,15523.wav,Christopher Hitchens,bona-fide,15523,5.24
15524,15524.wav,Adam Driver,spoof,15524,3.26
15525,15525.wav,Donald Trump,bona-fide,15525,1.96
15526,15526.wav,Alexandria Ocasio-Cortez,bona-fide,15526,2.08
15527,15527.wav,Ayn Rand,bona-fide,15527,3.43
15528,15528.wav,JFK,bona-fide,15528,1.94
15529,15529.wav,Barack Obama,bona-fide,15529,5.37
15530,15530.wav,Alec Guinness,bona-fide,15530,2.95
15531,15531.wav,Winston Churchill,spoof,15531,2.27
15532,15532.wav,Barack Obama,bona-fide,15532,2.74
15533,15533.wav,Ronald Reagan,spoof,15533,2.75
15534,15534.wav,Bill Clinton,spoof,15534,5.74
15535,15535.wav,Christopher Hitchens,bona-fide,15535,5.2
15536,15536.wav,FDR,bona-fide,15536,3.88
15537,15537.wav,Alexandria Ocasio-Cortez,bona-fide,15537,5.64
15538,15538.wav,Ayn Rand,spoof,15538,5.56
15539,15539.wav,Bob Ross,bona-fide,15539,2.53
15540,15540.wav,The Notorious B.I.G.,spoof,15540,2.1
15541,15541.wav,Barack Obama,bona-fide,15541,1.73
15542,15542.wav,Bernie Sanders,bona-fide,15542,3.2
15543,15543.wav,Bill Clinton,spoof,15543,4.93
15544,15544.wav,Alan Watts,spoof,15544,1.62
15545,15545.wav,Bernie Sanders,spoof,15545,5.62
15546,15546.wav,Donald Trump,bona-fide,15546,3.5
15547,15547.wav,Bernie Sanders,bona-fide,15547,1.6
15548,15548.wav,Ayn Rand,spoof,15548,3.8
15549,15549.wav,Milton Friedman,bona-fide,15549,3.23
15550,15550.wav,Ayn Rand,bona-fide,15550,4.07
15551,15551.wav,Ronald Reagan,bona-fide,15551,5.26
15552,15552.wav,Ayn Rand,spoof,15552,3.31
15553,15553.wav,Donald Trump,bona-fide,15553,3.05
15554,15554.wav,Christopher Hitchens,spoof,15554,1.53
15555,15555.wav,Boris Johnson,bona-fide,15555,3.27
15556,15556.wav,Martin Luther King,spoof,15556,6.65
15557,15557.wav,Ronald Reagan,bona-fide,15557,2.91
15558,15558.wav,Milton Friedman,bona-fide,15558,1.96
15559,15559.wav,Bill Clinton,bona-fide,15559,3.21
15560,15560.wav,Christopher Hitchens,spoof,15560,2.46
15561,15561.wav,Christopher Hitchens,spoof,15561,6.92
15562,15562.wav,Barack Obama,bona-fide,15562,2.14
15563,15563.wav,Alec Guinness,bona-fide,15563,18.33
15564,15564.wav,Alec Guinness,spoof,15564,3.93
15565,15565.wav,Ayn Rand,bona-fide,15565,0.85
15566,15566.wav,Ronald Reagan,bona-fide,15566,2.17
15567,15567.wav,FDR,spoof,15567,7.52
15568,15568.wav,Donald Trump,bona-fide,15568,3.38
15569,15569.wav,Barack Obama,bona-fide,15569,2.17
15570,15570.wav,Alec Guinness,bona-fide,15570,0.79
15571,15571.wav,Christopher Hitchens,bona-fide,15571,4.87
15572,15572.wav,Bernie Sanders,spoof,15572,2.44
15573,15573.wav,Barack Obama,bona-fide,15573,3.25
15574,15574.wav,Bernie Sanders,bona-fide,15574,4.13
15575,15575.wav,Arnold Schwarzenegger,bona-fide,15575,3.72
15576,15576.wav,Orson Welles,spoof,15576,11.16
15577,15577.wav,Barack Obama,bona-fide,15577,4.74
15578,15578.wav,Gilbert Gottfried,spoof,15578,1.48
15579,15579.wav,Alec Guinness,spoof,15579,11.39
15580,15580.wav,Martin Luther King,bona-fide,15580,0.72
15581,15581.wav,Martin Luther King,spoof,15581,3.61
15582,15582.wav,Bernie Sanders,spoof,15582,15.39
15583,15583.wav,Barack Obama,bona-fide,15583,2.42
15584,15584.wav,Donald Trump,bona-fide,15584,4.79
15585,15585.wav,Alec Guinness,spoof,15585,5.28
15586,15586.wav,Mark Zuckerberg,bona-fide,15586,4.97
15587,15587.wav,Bill Burr,bona-fide,15587,1.37
15588,15588.wav,Ayn Rand,bona-fide,15588,1.49
15589,15589.wav,FDR,bona-fide,15589,1.83
15590,15590.wav,Calvin Coolidge,bona-fide,15590,14.9
15591,15591.wav,Alan Watts,spoof,15591,2.27
15592,15592.wav,Barack Obama,bona-fide,15592,4.29
15593,15593.wav,Ayn Rand,spoof,15593,3.85
15594,15594.wav,Barack Obama,spoof,15594,0.76
15595,15595.wav,Christopher Hitchens,bona-fide,15595,3.05
15596,15596.wav,Ronald Reagan,spoof,15596,2.16
15597,15597.wav,Alec Guinness,spoof,15597,3.07
15598,15598.wav,Ayn Rand,bona-fide,15598,3.88
15599,15599.wav,JFK,bona-fide,15599,1.84
15600,15600.wav,Donald Trump,bona-fide,15600,1.88
15601,15601.wav,Queen Elizabeth II,spoof,15601,7.95
15602,15602.wav,Winston Churchill,spoof,15602,3.11
15603,15603.wav,Ayn Rand,bona-fide,15603,4.28
15604,15604.wav,Bill Clinton,bona-fide,15604,1.86
15605,15605.wav,Bill Clinton,bona-fide,15605,2.49
15606,15606.wav,Ayn Rand,bona-fide,15606,3.37
15607,15607.wav,Barack Obama,bona-fide,15607,3.43
15608,15608.wav,Robert Kardashian,bona-fide,15608,10.03
15609,15609.wav,Bill Clinton,bona-fide,15609,2.21
15610,15610.wav,Ronald Reagan,bona-fide,15610,1.56
15611,15611.wav,Donald Trump,bona-fide,15611,1.43
15612,15612.wav,Barack Obama,bona-fide,15612,1.53
15613,15613.wav,Bernie Sanders,bona-fide,15613,3.96
15614,15614.wav,JFK,bona-fide,15614,3.28
15615,15615.wav,Alec Guinness,spoof,15615,2.19
15616,15616.wav,Donald Trump,bona-fide,15616,3.03
15617,15617.wav,Boris Johnson,bona-fide,15617,1.25
15618,15618.wav,Ayn Rand,bona-fide,15618,3.62
15619,15619.wav,Donald Trump,bona-fide,15619,3.93
15620,15620.wav,Christopher Hitchens,bona-fide,15620,4.21
15621,15621.wav,Donald Trump,bona-fide,15621,8.28
15622,15622.wav,Alec Guinness,bona-fide,15622,2.6
15623,15623.wav,Barack Obama,bona-fide,15623,7.19
15624,15624.wav,Alec Guinness,bona-fide,15624,0.86
15625,15625.wav,Martin Luther King,bona-fide,15625,3.58
15626,15626.wav,Donald Trump,bona-fide,15626,3.71
15627,15627.wav,Bill Clinton,spoof,15627,0.74
15628,15628.wav,John Cleese,bona-fide,15628,10.66
15629,15629.wav,Bill Burr,bona-fide,15629,2.05
15630,15630.wav,Christopher Hitchens,spoof,15630,10.11
15631,15631.wav,Alec Guinness,spoof,15631,10.61
15632,15632.wav,Dwight Eisenhower,bona-fide,15632,3.01
15633,15633.wav,2Pac,bona-fide,15633,1.48
15634,15634.wav,Alec Guinness,spoof,15634,10.77
15635,15635.wav,Jeff Goldblum,bona-fide,15635,1.36
15636,15636.wav,Jeff Goldblum,bona-fide,15636,10.92
15637,15637.wav,Milton Friedman,bona-fide,15637,0.74
15638,15638.wav,Bernie Sanders,bona-fide,15638,1.3
15639,15639.wav,Bill Clinton,spoof,15639,4.48
15640,15640.wav,Donald Trump,bona-fide,15640,1.21
15641,15641.wav,Louis Farrakhan,spoof,15641,7.61
15642,15642.wav,Alexandria Ocasio-Cortez,bona-fide,15642,4.7
15643,15643.wav,Milton Friedman,spoof,15643,5.22
15644,15644.wav,Donald Trump,bona-fide,15644,4.16
15645,15645.wav,Barack Obama,bona-fide,15645,3.77
15646,15646.wav,George Carlin,bona-fide,15646,18.49
15647,15647.wav,Donald Trump,bona-fide,15647,3.69
15648,15648.wav,Alec Guinness,spoof,15648,3.38
15649,15649.wav,The Notorious B.I.G.,spoof,15649,3.5
15650,15650.wav,JFK,bona-fide,15650,10.66
15651,15651.wav,Donald Trump,bona-fide,15651,2.52
15652,15652.wav,Barack Obama,bona-fide,15652,1.15
15653,15653.wav,Ronald Reagan,spoof,15653,3.52
15654,15654.wav,Martin Luther King,bona-fide,15654,2.54
15655,15655.wav,Barack Obama,bona-fide,15655,2.79
15656,15656.wav,Ayn Rand,bona-fide,15656,2.06
15657,15657.wav,Nelson Mandela,spoof,15657,2.29
15658,15658.wav,Barack Obama,spoof,15658,2.43
15659,15659.wav,Mark Zuckerberg,bona-fide,15659,8.84
15660,15660.wav,Lyndon Johnson,spoof,15660,20.32
15661,15661.wav,FDR,bona-fide,15661,4.17
15662,15662.wav,Richard Nixon,spoof,15662,11.28
15663,15663.wav,Alec Guinness,spoof,15663,5.55
15664,15664.wav,Alexandria Ocasio-Cortez,bona-fide,15664,9.22
15665,15665.wav,Louis Farrakhan,bona-fide,15665,6.82
